gender,birthdate,ypc,current_premium,age
M,1/17/1947,5,759.7,75.88
M,5/2/1947,5,1876.75,75.59
F,9/3/1947,5,1351.58,75.26
M,1/4/1948,5,4270.45,74.92
F,8/14/1949,5,565.23,73.31
M,5/1/1951,5,823.93,71.60
M,2/1/1952,5,1108.8,70.84
F,3/11/1952,5,1167.08,70.73
M,7/1/1952,5,965.49,70.43
M,4/11/1953,5,3410.88,69.65
M,11/18/1953,5,654.25,69.05
M,3/23/1956,5,1639.2,66.70
F,7/26/1956,5,641.38,66.36
M,12/5/1956,5,4086.56,66.00
M,5/17/1957,5,872.41,65.55
M,9/19/1957,5,1755.45,65.21
M,2/12/1958,5,767.13,64.81
M,7/28/1958,5,1990.02,64.36
F,9/3/1958,5,1658.57,64.26
M,11/24/1958,5,1678.52,64.03
M,1/22/1959,5,1163.95,63.87
M,10/25/1959,5,647.82,63.11
M,1/3/1960,5,844.98,62.92
M,3/16/1960,5,1761.42,62.72
F,11/27/1960,5,1236.14,62.02
F,4/28/1961,5,1602.35,61.61
M,3/16/1962,5,1180.25,60.72
M,2/18/1963,5,1124.43,59.79
M,6/29/1963,5,1244.83,59.44
M,12/21/1963,5,990.6,58.96
M,2/12/1964,5,770.14,58.81
F,8/12/1964,5,784.59,58.31
F,10/6/1964,5,2802.95,58.16
M,10/21/1964,5,773.37,58.12
M,10/26/1964,5,824.45,58.11
M,11/1/1964,5,567.33,58.09
M,1/27/1965,5,596.46,57.85
M,9/5/1965,5,1040.22,57.25
M,9/7/1965,5,1018.82,57.24
M,3/7/1966,5,1312.83,56.75
M,4/24/1967,5,1000.38,55.62
F,4/28/1967,5,723.19,55.61
M,1/14/1968,5,894.31,54.89
M,9/20/1968,5,1351.93,54.21
M,1/12/1969,5,1026.25,53.90
M,8/11/1970,5,872.52,52.32
M,4/3/1973,5,885.68,49.67
F,2/7/1974,5,895.23,48.82
M,4/5/1974,5,1294.36,48.67
M,11/7/1974,5,641.54,48.08
M,8/28/1975,5,1025.78,47.27
M,9/2/1975,5,513.08,47.26
F,12/30/1983,5,806.7,38.93
F,3/5/1984,5,645.83,38.75
F,4/15/1985,5,956.25,37.64
F,5/12/1985,5,809.81,37.57
M,11/21/1985,5,1328.16,37.04
M,7/5/1986,5,1390.54,36.42
F,5/5/1988,5,567.51,34.58
M,5/26/1989,5,1146.68,33.53
M,11/6/1989,5,652.86,33.08
M,11/13/1989,5,1147.94,33.06
M,11/24/1958,0,586.29,64.03
M,2/15/1960,0,788.06,62.80
F,12/21/1960,0,679.37,61.95
F,3/10/1961,0,38.48,61.74
M,12/22/1965,0,1353.23,56.95
M,8/6/1968,0,1053.72,54.33
M,3/11/1969,0,871.25,53.74
M,12/27/1969,0,668.15,52.94
M,5/17/1970,0,994.56,52.55
F,5/8/1976,0,666,46.58
M,10/10/1976,0,838.43,46.15
M,1/8/1978,0,1721.86,44.91
F,5/14/1982,0,756.1,40.56
F,8/9/1982,0,752.73,40.32
M,4/21/1983,0,873.73,39.62
M,9/18/1983,0,712.08,39.21
M,12/6/1984,0,533.37,38.00
F,1/23/1986,0,1811.26,36.87
M,7/18/1986,0,443.35,36.38
F,10/31/1986,0,835.83,36.10
F,8/15/1987,0,1189.07,35.31
M,10/23/1987,0,1273.01,35.12
M,2/23/1989,0,458.61,33.78
F,4/27/1989,0,602.95,33.61
M,6/12/1989,0,1134.77,33.48
M,7/19/1989,0,872.18,33.38
F,1/24/1991,0,695.28,31.86
F,10/28/1991,0,1015.03,31.10
M,1/24/1956,1,1229.51,66.86
F,4/11/1956,1,1154.5,66.65
M,12/31/1956,1,1992.46,65.93
M,4/20/1958,1,805.46,64.63
M,5/24/1958,1,997.87,64.53
F,7/24/1958,1,454.21,64.37
M,11/29/1958,1,899.29,64.02
F,1/6/1960,1,1155.75,62.91
M,10/22/1960,1,1309.19,62.12
F,7/20/1961,1,635.45,61.38
M,11/20/1962,1,643.4,60.04
M,11/30/1962,1,534.27,60.01
F,5/24/1963,1,1347.23,59.53
F,6/4/1963,1,1200.15,59.50
M,12/22/1964,1,790.51,57.95
F,1/31/1966,1,1371.67,56.84
M,6/16/1967,1,674.08,55.47
M,3/10/1971,1,1070.72,51.74
M,8/30/1972,1,1513.25,50.26
M,11/26/1972,1,935.84,50.02
M,4/3/1973,1,611.76,49.67
M,5/14/1973,1,1044.92,49.56
M,8/2/1974,1,991.73,48.34
M,10/1/1974,1,2664.34,48.18
M,5/19/1975,1,696.49,47.55
F,11/27/1975,1,2281.85,47.02
M,8/1/1977,1,1178.62,45.35
M,9/2/1977,1,463.26,45.26
F,5/26/1979,1,1927.57,43.53
F,6/20/1979,1,836.79,43.46
F,7/23/1979,1,623.74,43.37
M,12/25/1979,1,2097.31,42.95
M,10/24/1980,1,554.44,42.11
M,3/22/1981,1,1404.25,41.71
M,8/7/1981,1,713.26,41.33
M,5/14/1982,1,374.47,40.56
F,7/27/1982,1,1007.56,40.36
F,11/7/1982,1,1825.57,40.08
F,11/28/1983,1,911.73,39.02
M,11/29/1983,1,1172.87,39.02
M,1/10/1984,1,1809.09,38.90
M,7/21/1984,1,1220.01,38.37
M,2/19/1985,1,1839.92,37.79
F,7/16/1986,1,1084.92,36.39
F,7/28/1986,1,30.52,36.36
M,12/8/1986,1,1808.91,35.99
M,5/29/1987,1,922.66,35.52
M,1/3/1939,2,927.85,83.92
F,4/10/1941,2,735.48,81.66
F,10/6/1952,2,550.18,70.16
M,11/15/1954,2,1109.68,68.06
F,11/22/1957,2,634.98,65.04
M,6/7/1959,2,622.13,63.50
F,10/12/1959,2,1156.44,63.15
M,9/6/1960,2,1149.61,62.24
M,11/15/1960,2,1313.82,62.05
F,12/1/1960,2,568.79,62.01
F,5/21/1961,2,1399.16,61.54
M,6/23/1962,2,4650.34,60.45
F,10/18/1964,2,1398.54,58.13
F,9/7/1966,2,710,56.24
M,3/3/1969,2,1300.43,53.76
F,10/7/1970,2,744.27,52.16
F,10/27/1970,2,1143.16,52.11
F,12/14/1970,2,600.72,51.98
M,9/2/1973,2,988.15,49.26
F,10/10/1973,2,664.64,49.15
M,3/15/1975,2,1006.53,47.73
F,5/2/1975,2,653.55,47.59
F,4/5/1976,2,3148.29,46.67
F,7/1/1976,2,1185.14,46.43
M,2/1/1977,2,1986.68,45.84
M,8/15/1977,2,1161.1,45.31
M,1/12/1978,2,1951.02,44.90
M,10/1/1978,2,872.83,44.18
F,1/27/1980,2,1160.47,42.85
M,2/1/1980,2,903.89,42.84
F,10/2/1980,2,864.73,42.17
M,5/15/1981,2,506,41.56
M,5/26/1982,2,1495.97,40.53
F,12/11/1983,2,788.53,38.98
F,4/19/1984,2,1588.47,38.63
M,11/29/1984,2,1032.84,38.01
F,3/20/1985,2,864.81,37.71
F,9/24/1986,2,1212.87,36.20
F,11/29/1986,2,1029.88,36.02
F,11/6/1987,2,697.19,35.08
F,2/12/1988,2,603.92,34.81
M,10/31/1988,2,631.41,34.09
F,3/27/1989,2,1426.95,33.69
M,11/21/1950,3,920.2,72.04
M,2/17/1954,3,632.37,68.80
F,7/8/1954,3,2377.69,68.41
F,7/9/1955,3,712.2,67.41
M,10/4/1955,3,594.15,67.17
M,3/2/1961,3,447.8,61.76
M,4/11/1961,3,1143.54,61.65
F,5/8/1961,3,942.83,61.58
M,1/20/1966,3,1142.3,56.87
M,7/18/1971,3,591.86,51.38
F,3/28/1972,3,756.51,50.69
M,7/17/1973,3,1217.61,49.39
M,9/28/1973,3,486.66,49.19
F,5/3/1974,3,740.87,48.59
F,1/11/1975,3,1058.89,47.90
F,7/30/1976,3,556.2,46.35
M,11/24/1976,3,1132.94,46.03
M,4/1/1977,3,1025.79,45.68
M,6/21/1977,3,1128.43,45.46
M,11/22/1978,3,611.78,44.04
M,12/16/1978,3,690.11,43.97
M,1/22/1979,3,1293.15,43.87
M,8/17/1979,3,1284.94,43.30
F,3/10/1980,3,1829.71,42.74
M,8/18/1980,3,526.67,42.30
M,8/21/1980,3,613.08,42.29
M,12/25/1980,3,1526.48,41.94
F,1/12/1982,3,742.44,40.90
M,5/1/1982,3,1282.61,40.60
M,11/30/1982,3,1610.37,40.01
M,12/8/1982,3,3565.05,39.99
F,12/17/1982,3,1156.33,39.97
F,10/16/1983,3,453.69,39.14
M,11/23/1983,3,1114.1,39.03
M,3/10/1984,3,1239.75,38.74
F,7/4/1984,3,884.73,38.42
F,8/19/1984,3,972.94,38.29
F,9/19/1984,3,646.56,38.21
F,12/31/1984,3,2361.25,37.93
F,9/21/1985,3,922.36,37.21
M,5/2/1987,3,1750.01,35.59
M,4/6/1988,3,561.91,34.66
F,7/4/1988,3,925.92,34.42
M,7/8/1954,4,541.58,68.41
F,1/28/1957,4,910.98,65.85
F,2/14/1957,4,540.45,65.81
M,8/29/1957,4,1717.19,65.27
M,6/16/1959,4,396.75,63.47
M,5/2/1961,4,1338.3,61.59
F,6/18/1961,4,833.56,61.47
F,10/28/1962,4,806.86,60.10
M,8/13/1963,4,794.04,59.31
M,12/16/1966,4,2114.35,55.97
F,2/28/1967,4,2579.9,55.77
F,3/21/1969,4,777.04,53.71
M,10/9/1970,4,872.94,52.16
M,4/14/1972,4,947.99,50.64
F,4/23/1972,4,1013.06,50.62
M,12/6/1972,4,686.2,50.00
F,1/1/1974,4,784.52,48.93
F,9/9/1974,4,1287.14,48.24
M,11/26/1975,4,1771.11,47.03
M,7/28/1977,4,772.52,45.36
M,10/29/1979,4,1060.8,43.10
F,9/19/1980,4,1925.81,42.21
F,3/24/1981,4,2116.21,41.70
M,11/5/1982,4,854.43,40.08
M,11/18/1983,4,548.25,39.05
F,5/9/1988,4,752.03,34.57
F,12/31/1989,4,796.12,32.93
F,3/5/1990,4,675.88,32.75
M,1/9/1991,4,797.09,31.90
F,6/1/1921,5,566.98,101.51
M,1/11/1925,5,1246.68,97.90
F,2/16/1931,5,783.83,91.80
F,3/25/1936,5,653.43,86.70
M,7/10/1936,5,921.64,86.40
F,3/19/1937,5,1096.01,85.72
M,12/12/1938,5,2774.51,83.98
F,3/7/1939,5,368.34,83.75
F,12/2/1940,5,886.23,82.01
F,9/14/1942,5,476.03,80.23
M,2/10/1943,5,1107.01,79.82
F,3/7/1943,5,1177.91,79.75
F,3/21/1943,5,727.29,79.71
M,10/15/1943,5,790.56,79.14
F,2/28/1945,5,612.04,77.77
F,5/3/1945,5,826.66,77.59
M,5/26/1945,5,1194.44,77.53
F,8/30/1945,5,589.1,77.27
F,12/12/1946,5,478.24,75.98
F,1/19/1947,5,841.14,75.88
F,8/21/1947,5,1111.88,75.29
F,7/4/1949,5,761.7,73.42
M,3/15/1950,5,627.49,72.73
M,10/14/1951,5,1174.06,71.14
F,10/26/1951,5,616.01,71.11
M,4/15/1952,5,865.26,70.64
F,4/19/1952,5,1112.21,70.63
M,10/18/1952,5,441.45,70.13
M,7/19/1953,5,679.53,69.38
F,11/26/1953,5,1000.49,69.03
M,1/30/1954,5,1182.28,68.85
F,2/6/1954,5,1675.44,68.83
M,4/9/1954,5,689.55,68.66
F,6/20/1954,5,952.95,68.46
F,9/29/1954,5,826.36,68.18
F,10/31/1954,5,1414.44,68.10
F,4/25/1955,5,786.6,67.61
M,5/28/1955,5,1720.11,67.52
F,8/14/1955,5,455.53,67.31
M,8/28/1955,5,770.68,67.27
M,9/19/1955,5,1108.62,67.21
F,10/6/1955,5,1023.36,67.16
M,10/20/1955,5,1803.42,67.13
M,6/14/1956,5,2397.65,66.47
F,7/3/1956,5,901.92,66.42
F,8/17/1956,5,1379.88,66.30
F,8/26/1956,5,1172.64,66.27
F,9/2/1956,5,665.58,66.26
F,10/4/1956,5,530.19,66.17
F,2/16/1957,5,1212.3,65.80
F,3/22/1957,5,1417.9,65.71
M,3/26/1957,5,1546.85,65.70
M,7/4/1957,5,604.25,65.42
M,12/3/1957,5,766.9,65.01
F,3/16/1958,5,564.27,64.72
F,7/25/1958,5,3379.25,64.36
F,9/23/1958,5,653.67,64.20
F,7/14/1959,5,761.32,63.39
F,1/1/1960,5,978.33,62.93
F,10/3/1960,5,722.26,62.17
F,5/23/1961,5,917.43,61.54
M,8/20/1961,5,1649.05,61.29
F,10/23/1961,5,1653.38,61.12
F,7/5/1962,5,788.1,60.42
F,7/31/1962,5,1516.43,60.35
M,2/9/1963,5,1447.06,59.82
M,5/7/1963,5,2194.48,59.58
M,6/10/1963,5,683.69,59.49
F,6/20/1963,5,492.85,59.46
M,7/16/1963,5,564.77,59.39
M,12/18/1963,5,1720.33,58.97
M,1/1/1964,5,830.82,58.93
F,5/12/1964,5,951.27,58.56
F,8/3/1964,5,667.38,58.34
M,8/27/1964,5,673.41,58.27
F,9/5/1964,5,1065.02,58.25
F,10/30/1964,5,481.58,58.10
F,11/19/1964,5,659.27,58.04
M,1/3/1965,5,428.23,57.92
M,2/2/1965,5,644.46,57.84
F,3/4/1965,5,1738.44,57.76
F,3/11/1965,5,2186.63,57.74
M,4/1/1965,5,460.93,57.68
M,8/25/1965,5,812.92,57.28
M,12/26/1965,5,1892.65,56.94
F,4/4/1966,5,569.35,56.67
M,4/10/1966,5,1274.64,56.66
F,11/10/1966,5,834.43,56.07
M,1/1/1967,5,1315.8,55.93
M,2/26/1967,5,1771.08,55.77
M,4/13/1967,5,706.36,55.65
M,9/25/1967,5,1563.98,55.20
M,12/18/1967,5,612.29,54.97
M,3/15/1968,5,759.44,54.72
M,4/18/1968,5,1412.03,54.63
M,9/9/1968,5,959.02,54.24
M,1/18/1969,5,578.61,53.88
M,3/13/1969,5,689.06,53.73
F,6/22/1969,5,1163.29,53.46
F,9/26/1969,5,1701.71,53.19
F,10/16/1969,5,919.85,53.14
M,4/19/1970,5,1091.71,52.63
F,7/5/1970,5,2126.29,52.42
F,11/2/1970,5,635.57,52.09
F,3/28/1971,5,825.36,51.69
F,5/15/1971,5,639.69,51.56
F,10/22/1971,5,855.55,51.12
F,9/21/1972,5,990.33,50.20
M,11/11/1972,5,800.07,50.06
M,3/5/1973,5,511.94,49.75
M,4/19/1973,5,1296.58,49.63
M,8/9/1973,5,1510.16,49.32
M,9/28/1973,5,585.37,49.19
M,12/20/1973,5,903.93,48.96
F,2/23/1974,5,1215.49,48.78
M,4/8/1974,5,645.46,48.66
F,6/24/1974,5,1058.68,48.45
F,7/19/1974,5,849.81,48.38
M,8/17/1974,5,583.99,48.30
F,9/7/1974,5,2324.29,48.24
M,11/10/1974,5,919.23,48.07
F,1/21/1975,5,607.78,47.87
M,4/3/1975,5,848.27,47.67
M,3/6/1976,5,451.67,46.75
F,10/9/1976,5,1384.77,46.15
F,12/10/1976,5,1197.88,45.98
M,12/13/1976,5,656.34,45.98
F,4/27/1977,5,846.19,45.61
M,5/10/1977,5,538.84,45.57
M,3/23/1978,5,855.89,44.70
M,6/26/1978,5,2112.38,44.44
M,11/7/1978,5,633.64,44.08
M,12/11/1978,5,1054.35,43.98
M,1/22/1979,5,809.25,43.87
M,2/5/1979,5,1494.29,43.83
F,2/27/1979,5,814.03,43.77
M,3/12/1979,5,959.29,43.73
M,3/19/1979,5,1489.69,43.72
M,3/31/1979,5,542.19,43.68
F,8/20/1979,5,852.69,43.29
F,10/14/1979,5,773.7,43.14
F,12/7/1979,5,599,43.00
F,12/14/1979,5,1180.26,42.98
F,1/30/1980,5,416.31,42.85
M,4/4/1980,5,928.48,42.67
M,7/8/1980,5,1094.48,42.41
M,11/1/1980,5,1098.04,42.09
F,12/30/1980,5,529.48,41.93
M,2/1/1981,5,703.03,41.84
M,3/29/1981,5,923.69,41.69
M,2/5/1982,5,1157.37,40.83
F,2/6/1982,5,1783.16,40.83
M,6/21/1982,5,1093.33,40.46
F,7/10/1982,5,1059.34,40.41
F,10/26/1982,5,642.93,40.11
F,5/9/1983,5,1092.49,39.58
F,5/29/1983,5,696.8,39.52
F,6/6/1983,5,650.06,39.50
F,1/14/1984,5,636.94,38.89
F,1/23/1984,5,1830.57,38.87
M,5/10/1984,5,1135.89,38.57
F,3/27/1985,5,573.49,37.69
M,4/8/1985,5,511.64,37.66
M,6/15/1985,5,779.16,37.47
M,8/8/1985,5,845.54,37.33
F,8/17/1985,5,1041.43,37.30
M,10/14/1985,5,1217.75,37.14
F,5/6/1986,5,768.23,36.58
F,5/29/1987,5,1703.65,35.52
F,11/5/1987,5,859.66,35.08
F,2/21/1989,5,1032.12,33.79
M,2/25/1989,5,731.93,33.78
F,3/4/1989,5,571.92,33.76
M,3/20/1989,5,1029.69,33.71
F,4/10/1989,5,1108.81,33.66
M,4/29/1937,0,590.03,85.60
F,9/27/1944,0,1051.33,78.19
F,6/18/1948,0,700.35,74.46
F,10/27/1948,0,738.99,74.10
M,1/22/1951,0,982.47,71.87
M,4/14/1951,0,1242.22,71.64
F,8/6/1955,0,2123.9,67.33
F,11/22/1955,0,642.22,67.04
M,8/23/1957,0,810.18,65.29
F,11/17/1957,0,1209.12,65.05
F,5/26/1958,0,1397.86,64.53
M,11/15/1960,0,1669.13,62.05
M,7/7/1963,0,1315.69,59.41
F,2/5/1964,0,1022.75,58.83
F,8/3/1964,0,902.47,58.34
M,3/26/1965,0,952.15,57.70
M,11/18/1969,0,992.46,53.05
F,8/23/1970,0,1887.99,52.29
F,8/10/1971,0,3412.02,51.32
M,5/11/1973,0,534.7,49.57
M,4/11/1974,0,2136.25,48.65
M,3/28/1980,0,1172.94,42.69
M,7/8/1980,0,679.42,42.41
M,5/30/1982,0,944.89,40.52
M,6/15/1982,0,642.13,40.47
M,7/31/1982,0,780.65,40.35
F,11/29/1986,0,832.03,36.02
F,11/9/1987,0,528.58,35.07
M,12/29/1988,0,624.25,33.93
M,3/14/1991,0,1585.13,31.73
F,7/12/1992,0,1481.91,30.40
M,3/30/1940,1,1088.37,82.68
F,4/7/1941,1,1598.34,81.66
M,1/5/1946,1,2848.6,76.92
F,10/25/1946,1,688.76,76.11
F,8/29/1949,1,1148.86,73.27
M,9/22/1952,1,1876.08,70.20
M,11/18/1953,1,1511.51,69.05
F,12/25/1955,1,1047.5,66.95
F,1/31/1956,1,446.6,66.84
F,5/27/1956,1,719.95,66.52
F,4/26/1957,1,1580.22,65.61
M,8/5/1958,1,486.71,64.33
F,3/16/1959,1,808.61,63.72
M,12/29/1959,1,1278.84,62.93
M,3/18/1960,1,2110.07,62.72
F,12/7/1960,1,1009.32,61.99
M,3/22/1962,1,1547.01,60.71
M,4/21/1962,1,796.22,60.62
F,7/2/1962,1,1125.84,60.43
M,7/11/1962,1,994.91,60.40
F,2/1/1966,1,1236.24,56.84
M,2/21/1966,1,1078.29,56.79
M,4/5/1966,1,1293.46,56.67
F,8/4/1966,1,2706.79,56.34
F,5/21/1967,1,1144.92,55.54
F,3/9/1968,1,1744.11,54.74
F,8/25/1968,1,582.45,54.28
M,2/17/1969,1,1210.29,53.80
F,8/4/1969,1,474.87,53.34
F,2/28/1970,1,96.39,52.77
M,6/12/1971,1,1583.85,51.48
M,7/8/1971,1,1969.96,51.41
F,8/1/1971,1,1058.45,51.35
M,8/16/1973,1,963.69,49.30
M,4/3/1974,1,1234.75,48.67
M,7/9/1974,1,848.9,48.41
F,5/23/1975,1,1858.93,47.54
M,7/3/1975,1,749.01,47.43
F,5/26/1976,1,1762.92,46.53
M,4/6/1977,1,893.87,45.67
F,8/11/1977,1,1167.89,45.32
F,4/1/1978,1,1542.8,44.68
F,5/19/1979,1,1655.11,43.55
F,1/5/1980,1,1064.22,42.92
F,1/27/1980,1,2014.15,42.85
M,2/26/1980,1,905.36,42.77
M,4/30/1981,1,1434.17,41.60
M,5/31/1981,1,1314.25,41.52
F,8/1/1981,1,1203.12,41.35
M,10/3/1981,1,575.53,41.17
M,7/13/1983,1,1241.83,39.40
F,8/5/1983,1,954.27,39.33
F,6/29/1984,1,724.54,38.43
M,8/3/1984,1,1005.81,38.34
M,6/1/1986,1,976.76,36.51
F,6/15/1986,1,2396.92,36.47
F,8/6/1987,1,1575.18,35.33
F,11/25/1987,1,3962.77,35.03
M,1/15/1988,1,1057.88,34.89
M,2/22/1988,1,859.51,34.78
F,12/11/1989,1,882.29,32.98
M,2/1/1990,1,1568.23,32.84
F,7/31/1942,2,853.29,80.35
M,5/3/1944,2,2126.9,78.59
M,11/30/1944,2,1468.55,78.01
F,3/12/1947,2,1859.57,75.73
M,6/10/1950,2,2487.03,72.49
F,8/3/1950,2,1827.7,72.34
M,1/22/1951,2,1532.41,71.87
M,3/18/1951,2,1096.99,71.72
M,5/2/1951,2,507.61,71.59
M,5/29/1951,2,1844.39,71.52
F,7/31/1951,2,1130,71.35
F,8/6/1951,2,874.27,71.33
M,2/25/1952,2,1908.79,70.78
M,1/27/1953,2,1004.26,69.85
M,1/30/1953,2,708.8,69.85
F,4/5/1953,2,747.63,69.67
F,6/7/1953,2,942.13,69.50
M,10/29/1956,2,2291.93,66.10
F,8/18/1957,2,1123.54,65.30
M,10/20/1957,2,1966.13,65.13
M,3/16/1959,2,1201.01,63.72
M,4/19/1961,2,1882.23,61.63
F,2/5/1964,2,1003.34,58.83
F,9/20/1964,2,1478.54,58.21
F,7/24/1965,2,3159.24,57.37
F,1/1/1966,2,891.23,56.93
M,8/24/1967,2,1607.21,55.28
F,1/11/1969,2,783.44,53.90
F,6/2/1969,2,1053.82,53.51
M,11/18/1969,2,962.45,53.05
F,5/11/1970,2,701.34,52.57
M,5/16/1970,2,900.21,52.56
F,12/11/1970,2,1148.24,51.98
F,3/30/1972,2,1123.77,50.68
F,12/8/1972,2,3256.41,49.99
M,2/16/1977,2,1045.17,45.80
F,6/21/1978,2,1286.02,44.46
F,9/19/1979,2,463.48,43.21
F,11/4/1979,2,850.11,43.09
M,2/4/1980,2,1162.57,42.83
F,12/25/1982,2,851.12,39.95
F,4/26/1983,2,999.08,39.61
F,10/1/1985,2,1086.14,37.18
F,1/10/1987,2,1486.09,35.90
F,12/19/1987,2,899.34,34.96
F,1/4/1988,2,956.99,34.92
M,11/10/1988,2,569.95,34.07
M,6/14/1989,2,1871.37,33.48
F,6/11/1946,3,939.22,76.49
F,8/9/1947,3,2719.25,75.32
M,3/25/1948,3,1186.28,74.70
M,7/7/1948,3,486.17,74.41
F,11/10/1951,3,1299.14,71.07
M,6/21/1952,3,550.59,70.46
M,8/11/1953,3,756.78,69.32
F,8/19/1954,3,1036.32,68.30
F,6/1/1955,3,1980.59,67.51
M,8/5/1955,3,1210.43,67.33
M,1/24/1956,3,3102.26,66.86
M,1/26/1957,3,778,65.86
M,11/25/1957,3,1844.53,65.03
M,9/19/1959,3,934.35,63.21
M,10/29/1959,3,1680.79,63.10
F,8/13/1960,3,856.01,62.31
M,9/15/1960,3,1168.14,62.22
M,7/31/1961,3,633.49,61.35
F,8/12/1961,3,1756.63,61.32
F,12/9/1961,3,1043.99,60.99
M,1/28/1962,3,624.9,60.85
M,6/25/1962,3,1087.62,60.45
F,3/31/1963,3,806.7,59.68
M,6/15/1963,3,1271.77,59.47
M,2/22/1964,3,1431.15,58.78
F,11/5/1964,3,2398.83,58.08
F,4/1/1965,3,1386.26,57.68
F,7/7/1965,3,2408.62,57.41
F,12/5/1965,3,1116.31,57.00
F,4/30/1967,3,910.43,55.60
F,5/2/1967,3,2389.08,55.59
F,4/9/1968,3,1528.66,54.66
M,6/7/1969,3,1889.86,53.50
F,7/22/1970,3,908.64,52.37
M,10/20/1970,3,429.3,52.13
M,10/30/1970,3,869.51,52.10
M,9/27/1971,3,774.84,51.19
M,11/7/1972,3,2390.27,50.07
M,2/7/1973,3,1524.39,49.82
F,9/3/1973,3,1326.78,49.26
F,9/9/1973,3,1364.59,49.24
F,4/22/1974,3,1335.75,48.62
M,11/10/1975,3,671.54,47.07
M,1/15/1977,3,828.45,45.89
M,7/25/1980,3,3083.02,42.36
F,11/11/1980,3,903.52,42.06
F,11/28/1980,3,918.43,42.02
M,5/6/1981,3,1086.82,41.58
F,2/3/1982,3,833.15,40.84
F,9/23/1982,3,1207.52,40.20
F,12/14/1983,3,895.78,38.98
M,6/12/1984,3,1291.3,38.48
M,2/9/1985,3,627.28,37.82
M,4/6/1988,3,1037.87,34.66
F,5/24/1988,3,684.23,34.53
F,6/22/1989,3,975.85,33.46
M,3/29/1990,3,1143.22,32.69
F,10/3/1991,3,1021.21,31.17
M,6/3/1936,4,794.61,86.50
M,10/17/1939,4,746.71,83.13
M,7/24/1941,4,725.83,81.37
M,5/9/1946,4,1616.53,76.58
F,11/28/1947,4,1065.34,75.02
F,2/28/1948,4,936.75,74.77
M,3/2/1953,4,896.4,69.76
F,5/28/1956,4,1896.77,66.52
F,2/14/1957,4,540.45,65.81
F,8/10/1957,4,871.9,65.32
M,11/10/1957,4,411.48,65.07
M,2/14/1959,4,732.64,63.81
F,3/1/1959,4,442.12,63.76
F,2/2/1960,4,477.56,62.84
M,3/11/1960,4,703.02,62.73
M,9/13/1960,4,2091.05,62.23
M,4/18/1961,4,577.83,61.63
M,7/16/1962,4,1458.94,60.39
F,11/29/1963,4,1211.41,59.02
M,11/18/1964,4,879.59,58.04
M,11/30/1964,4,2085.67,58.01
F,6/30/1965,4,795.2,57.43
F,8/13/1966,4,2408.82,56.31
F,10/19/1969,4,2186.78,53.13
F,5/15/1971,4,1198.37,51.56
F,5/28/1972,4,703.49,50.52
F,2/8/1973,4,1000.02,49.82
M,3/6/1973,4,633.22,49.75
F,4/22/1976,4,679.3,46.62
F,11/11/1977,4,1055.46,45.07
F,2/9/1978,4,25.13,44.82
M,8/15/1978,4,946.01,44.31
F,9/1/1978,4,998.38,44.26
M,11/2/1978,4,1227.37,44.09
F,9/16/1981,4,929.4,41.22
M,7/17/1983,4,582.49,39.39
M,3/27/1984,4,543.77,38.69
F,3/22/1985,4,574.58,37.71
F,5/8/1985,4,899.41,37.58
F,5/30/1986,4,756.82,36.52
M,6/28/1986,4,597.65,36.44
M,10/6/1989,4,745.98,33.16
F,11/6/1989,4,1006.33,33.08
F,10/11/1991,4,1117.37,31.15
F,11/9/1921,5,391.03,101.07
F,1/10/1924,5,751.76,98.90
M,7/11/1926,5,681.73,96.40
F,12/7/1928,5,543.94,93.99
M,11/1/1930,5,1251.8,92.09
M,11/22/1932,5,1873.55,90.03
M,5/19/1933,5,585.28,89.55
F,2/14/1934,5,709.95,88.81
M,9/10/1934,5,541.07,88.24
F,9/23/1934,5,1819.65,88.20
M,1/30/1935,5,1702.98,87.85
M,9/28/1935,5,540.88,87.19
F,3/4/1936,5,747.94,86.75
F,6/30/1936,5,647.37,86.43
F,8/21/1936,5,572.7,86.29
M,11/2/1936,5,664.92,86.09
M,12/24/1936,5,840.68,85.95
F,1/31/1937,5,565.07,85.84
M,10/9/1937,5,950.57,85.16
M,12/16/1937,5,644.15,84.97
M,12/2/1938,5,826,84.01
M,1/5/1939,5,1047.78,83.92
F,4/27/1939,5,588.32,83.61
M,4/27/1939,5,1830.4,83.61
M,5/28/1939,5,886.44,83.52
F,7/3/1939,5,912.06,83.43
M,8/26/1939,5,603.87,83.28
F,9/10/1939,5,2109.04,83.24
M,10/7/1939,5,1821.76,83.16
M,10/13/1939,5,555.02,83.15
F,2/6/1940,5,619.59,82.83
F,7/9/1940,5,856.13,82.41
F,8/16/1940,5,742.76,82.30
M,8/17/1940,5,1495.1,82.30
M,10/4/1941,5,680.8,81.17
F,11/14/1941,5,830.27,81.06
F,12/26/1941,5,733.58,80.94
M,8/14/1942,5,2428.4,80.31
F,2/18/1943,5,641.24,79.79
M,4/25/1943,5,1170.43,79.61
F,6/19/1943,5,559.22,79.46
M,8/27/1944,5,1234.21,78.27
F,9/10/1944,5,1011.58,78.23
M,11/21/1944,5,1777.42,78.04
M,12/3/1944,5,1508.87,78.00
M,1/5/1945,5,941.22,77.92
M,2/1/1945,5,1614.25,77.84
M,3/11/1945,5,445.3,77.74
